55,,4_-23_19,no area,Hill,TRUE,13,357923,35792,19,87,92,0.002,0.001,0,0,1000,0.1,no owner,no controller,80,5,97
56,,5_-23_18,no area,Plain,TRUE,8,290407,29040,14,37,25,0.002,0.001,0,0,1000,0.1,no owner,no controller,4,51,52
57,,6_-23_17,no area,Ocean,TRUE,15,319116,31911,79,55,24,0.002,0.001,0,0,1000,0.1,no owner,no controller,51,30,2
58,,7_-23_16,no area,City,TRUE,4,245492,24549,80,39,17,0.002,0.001,0,0,1000,0.1,no owner,no controller,15,45,61
59,,8_-23_15,no area,Hill,FALSE,12,183425,18342,10,3,37,0.002,0.001,0,0,1000,0.1,no owner,no controller,85,69,97
60,,9_-23_14,no area,Plain,TRUE,8,91703,9170,97,34,20,0.002,0.001,0,0,1000,0.1,no owner,no controller,9,87,8
61,,10_-23_13,no area,Ocean,TRUE,15,345393,34539,55,40,73,0.002,0.001,0,0,1000,0.1,no owner,no controller,56,25,91
62,,11_-23_12,no area,Desert,FALSE,16,426539,42653,50,17,41,0.002,0.001,0,0,1000,0.1,no owner,no controller,40,23,51
63,,12_-23_11,no area,City,FALSE,4,459311,45931,42,60,21,0.002,0.001,0,0,1000,0.1,no owner,no controller,6,18,52
64,,13_-23_10,no area,City,FALSE,4,453529,45352,87,44,47,0.002,0.001,0,0,1000,0.1,no owner,no controller,70,31,37
65,,14_-23_9,no area,Desert,TRUE,17,324325,32432,94,31,73,0.002,0.001,0,0,1000,0.1,no owner,no controller,52,89,56
66,,15_-23_8,no area,Coast,FALSE,6,260326,26032,59,75,63,0.002,0.001,0,0,1000,0.1,no owner,no controller,87,28,87
67,,16_-23_7,no area,Coast,FALSE,6,24615,2461,8,4,47,0.002,0.001,0,0,1000,0.1,no owner,no controller,60,23,43
68,,17_-23_6,no area,Desert,FALSE,16,69109,6910,64,12,70,0.002,0.001,0,0,1000,0.1,no owner,no controller,38,57,45
69,,18_-23_5,no area,Mountainous,FALSE,10,112334,11233,25,37,69,0.002,0.001,0,0,1000,0.1,no owner,no controller,90,76,1
70,,19_-23_4,no area,Coast,FALSE,6,322289,32228,51,53,67,0.002,0.001,0,0,1000,0.1,no owner,no controller,53,89,11
71,,20_-23_3,no area,Plain,TRUE,8,461397,46139,90,35,94,0.002,0.001,0,0,1000,0.1,no owner,no controller,94,99,37
72,,21_-23_2,no area,Mountainous,TRUE,11,287491,28749,41,89,29,0.002,0.001,0,0,1000,0.1,no owner,no controller,39,83,69
73,,22_-23_1,no area,Desert,FALSE,16,191002,19100,23,9,14,0.002,0.001,0,0,1000,0.1,no owner,no controller,70,26,52
74,,23_-23_0,no area,City,FALSE,4,357003,35700,57,56,51,0.002,0.001,0,0,1000,0.1,no owner,no controller,23,92,82
75,,24_-23_-1,no area,Hill,FALSE,12,181277,18127,98,29,20,0.002,0.001,0,0,1000,0.1,no owner,no controller,31,12,20
76,,25_-23_-2,no area,City,FALSE,4,66843,6684,55,79,70,0.002,0.001,0,0,1000,0.1,no owner,no controller,39,24,34
77,,26_-23_-3,no area,Ocean,FALSE,14,101635,10163,80,76,15,0.002,0.001,0,0,1000,0.1,no owner,no controller,74,11,37
78,,27_-23_-4,no area,Mountainous,TRUE,11,341794,34179,37,14,47,0.002,0.001,0,0,1000,0.1,no owner,no controller,19,95,24
79,,28_-23_-5,no area,Plain,FALSE,8,329619,32961,68,34,83,0.002,0.001,0,0,1000,0.1,no owner,no controller,58,77,20
80,,29_-23_-6,no area,Ocean,TRUE,15,200411,20041,96,90,88,0.002,0.001,0,0,1000,0.1,no owner,no controller,56,47,22
81,,30_-23_-7,no area,Hill,FALSE,12,467074,46707,43,2,26,0.002,0.001,0,0,1000,0.1,no owner,no controller,41,81,60
82,,31_-23_-8,no area,Ocean,TRUE,15,44891,4489,44,40,58,0.002,0.001,0,0,1000,0.1,no owner,no controller,90,76,62
83,,32_-23_-9,no area,Coast,TRUE,6,255595,25559,63,14,24,0.002,0.001,0,0,1000,0.1,no owner,no controller,71,53,82
84,,-9_-22_31,no area,Coast,TRUE,6,31837,3183,7,59,20,0.002,0.001,0,0,1000,0.1,no owner,no controller,84,7,17
85,,-8_-22_30,no area,Ocean,TRUE,15,460596,46059,65,10,90,0.002,0.001,0,0,1000,0.1,no owner,no controller,47,88,80
86,,-7_-22_29,no area,Plain,TRUE,8,320126,32012,98,73,56,0.002,0.001,0,0,1000,0.1,no owner,no controller,27,9,16
87,,-6_-22_28,no area,Desert,FALSE,16,277429,27742,57,63,90,0.002,0.001,0,0,1000,0.1,no owner,no controller,85,33,78
88,,-5_-22_27,no area,Hill,TRUE,13,461749,46174,52,58,56,0.002,0.001,0,0,1000,0.1,no owner,no controller,47,95,85
89,,-4_-22_26,no area,Desert,FALSE,16,350125,35012,82,95,90,0.002,0.001,0,0,1000,0.1,no owner,no controller,16,80,48
90,,-3_-22_25,no area,Mountainous,TRUE,11,297047,29704,95,19,30,0.002,0.001,0,0,1000,0.1,no owner,no controller,43,82,8
91,,-2_-22_24,no area,City,TRUE,4,196283,19628,68,45,52,0.002,0.001,0,0,1000,0.1,no owner,no controller,48,77,45
92,,-1_-22_23,no area,Hill,FALSE,12,400359,40035,55,7,9,0.002,0.001,0,0,1000,0.1,no owner,no controller,97,37,47
93,,0_-22_22,no area,City,FALSE,4,228084,22808,66,3,64,0.002,0.001,0,0,1000,0.1,no owner,no controller,37,45,71
94,,1_-22_21,no area,Desert,TRUE,17,211182,21118,3,35,26,0.002,0.001,0,0,1000,0.1,no owner,no controller,56,46,50
95,,2_-22_20,no area,Mountainous,TRUE,11,344074,34407,89,91,7,0.002,0.001,0,0,1000,0.1,no owner,no controller,75,7,66
96,,3_-22_19,no area,City,FALSE,4,149116,14911,50,65,32,0.002,0.001,0,0,1000,0.1,no owner,no controller,45,96,36
97,,4_-22_18,no area,Mountainous,FALSE,10,412522,41252,68,86,4,0.002,0.001,0,0,1000,0.1,no owner,no controller,47,2,64
98,,5_-22_17,no area,Desert,TRUE,17,363594,36359,31,12,39,0.002,0.001,0,0,1000,0.1,no owner,no controller,9,92,42
99,,6_-22_16,no area,Desert,TRUE,17,284295,28429,54,54,49,0.002,0.001,0,0,1000,0.1,no owner,no controller,94,77,71
100,,7_-22_15,no area,Coast,TRUE,6,389199,38919,9,31,63,0.002,0.001,0,0,1000,0.1,no owner,no controller,31,8,14
101,,8_-22_14,no area,Plain,FALSE,8,454879,45487,9,19,82,0.002,0.001,0,0,1000,0.1,no owner,no controller,26,70,48
102,,9_-22_13,no area,Desert,FALSE,16,23756,2375,39,2,81,0.002,0.001,0,0,1000,0.1,no owner,no controller,14,93,62
103,,10_-22_12,no area,Hill,FALSE,12,311505,31150,8,63,6,0.002,0.001,0,0,1000,0.1,no owner,no controller,58,35,17
104,,11_-22_11,no area,Mountainous,TRUE,11,109801,10980,72,85,44,0.002,0.001,0,0,1000,0.1,no owner,no controller,88,43,76
105,,12_-22_10,no area,City,TRUE,4,137118,13711,71,63,40,0.002,0.001,0,0,1000,0.1,no owner,no controller,47,6,60
106,,13_-22_9,no area,Mountainous,TRUE,11,251090,25109,44,56,60,0.002,0.001,0,0,1000,0.1,no owner,no controller,27,5,4
107,,14_-22_8,no area,Desert,FALSE,16,212914,21291,43,80,7,0.002,0.001,0,0,1000,0.1,no owner,no controller,48,64,42
108,,15_-22_7,no area,Hill,TRUE,13,385475,38547,83,8,4,0.002,0.001,0,0,1000,0.1,no owner,no controller,20,96,17
109,,16_-22_6,no area,Ocean,FALSE,14,318096,31809,16,11,38,0.002,0.001,0,0,1000,0.1,no owner,no controller,61,44,77
110,,17_-22_5,no area,Mountainous,TRUE,11,357397,35739,52,1,40,0.002,0.001,0,0,1000,0.1,no owner,no controller,44,87,22
111,,18_-22_4,no area,Coast,FALSE,6,290818,29081,86,45,2,0.002,0.001,0,0,1000,0.1,no owner,no controller,31,65,62
112,,19_-22_3,no area,Hill,FALSE,12,398256,39825,53,67,12,0.002,0.001,0,0,1000,0.1,no owner,no controller,39,22,82
113,,20_-22_2,no area,Mountainous,TRUE,11,242663,24266,22,17,24,0.002,0.001,0,0,1000,0.1,no owner,no controller,33,85,83
114,,21_-22_1,no area,Ocean,FALSE,14,361713,36171,9,69,45,0.002,0.001,0,0,1000,0.1,no owner,no controller,77,41,81
115,,22_-22_0,no area,City,FALSE,4,87117,8711,43,11,80,0.002,0.001,0,0,1000,0.1,no owner,no controller,61,53,48
116,,23_-22_-1,no area,City,TRUE,4,395149,39514,70,11,36,0.002,0.001,0,0,1000,0.1,no owner,no controller,32,12,49
117,,24_-22_-2,no area,Mountainous,FALSE,10,352388,35238,12,67,4,0.002,0.001,0,0,1000,0.1,no owner,no controller,90,50,93
118,,25_-22_-3,no area,Desert,TRUE,17,280549,28054,61,81,43,0.002,0.001,0,0,1000,0.1,no owner,no controller,41,38,73
119,,26_-22_-4,no area,Desert,FALSE,16,320250,32025,29,61,31,0.002,0.001,0,0,1000,0.1,no owner,no controller,55,68,59
120,,27_-22_-5,no area,Plain,TRUE,8,275353,27535,49,68,3,0.002,0.001,0,0,1000,0.1,no owner,no controller,1,50,71
121,,28_-22_-6,no area,Plain,TRUE,8,447573,44757,9,57,82,0.002,0.001,0,0,1000,0.1,no owner,no controller,37,4,20
122,,29_-22_-7,no area,Hill,FALSE,12,212106,21210,77,42,74,0.002,0.001,0,0,1000,0.1,no owner,no controller,28,82,41
123,,30_-22_-8,no area,Coast,TRUE,6,455884,45588,69,100,28,0.002,0.001,0,0,1000,0.1,no owner,no controller,33,10,61
124,,31_-22_-9,no area,City,FALSE,4,164970,16497,17,53,84,0.002,0.001,0,0,1000,0.1,no owner,no controller,18,29,82
125,,32_-22_-10,no area,Coast,FALSE,6,162744,16274,97,24,86,0.002,0.001,0,0,1000,0.1,no owner,no controller,91,99,33
126,,-10_-21_31,no area,City,TRUE,4,182909,18290,85,85,2,0.002,0.001,0,0,1000,0.1,no owner,no controller,16,93,98
127,,-9_-21_30,no area,Desert,FALSE,16,225967,22596,16,28,58,0.002,0.001,0,0,1000,0.1,no owner,no controller,45,48,22
128,,-8_-21_29,no area,Coast,FALSE,6,348402,34840,94,35,69,0.002,0.001,0,0,1000,0.1,no owner,no controller,88,82,53
129,,-7_-21_28,no area,Ocean,FALSE,14,143510,14351,57,87,83,0.002,0.001,0,0,1000,0.1,no owner,no controller,86,49,78
130,,-6_-21_27,no area,Hill,TRUE,13,437740,43774,35,47,10,0.002,0.001,0,0,1000,0.1,no owner,no controller,72,33,51
131,,-5_-21_26,no area,Plain,TRUE,8,291310,29131,59,37,12,0.002,0.001,0,0,1000,0.1,no owner,no controller,97,46,71
132,,-4_-21_25,no area,Hill,FALSE,12,470464,47046,51,75,92,0.002,0.001,0,0,1000,0.1,no owner,no controller,30,53,28
133,,-3_-21_24,no area,Desert,FALSE,16,451413,45141,69,34,89,0.002,0.001,0,0,1000,0.1,no owner,no controller,72,22,79
134,,-2_-21_23,no area,Plain,FALSE,8,12924,1292,27,73,20,0.002,0.001,0,0,1000,0.1,no owner,no controller,21,75,36
135,,-1_-21_22,no area,City,FALSE,4,224257,22425,8,85,85,0.002,0.001,0,0,1000,0.1,no owner,no controller,51,74,56
136,,0_-21_21,no area,Desert,TRUE,17,353116,35311,6,49,63,0.002,0.001,0,0,1000,0.1,no owner,no controller,78,88,85
137,,1_-21_20,no area,Desert,TRUE,17,46047,4604,66,26,55,0.002,0.001,0,0,1000,0.1,no owner,no controller,57,28,8
138,,2_-21_19,no area,Hill,TRUE,13,198084,19808,29,18,81,0.002,0.001,0,0,1000,0.1,no owner,no controller,57,90,44
139,,3_-21_18,no area,Ocean,TRUE,15,452510,45251,7,94,72,0.002,0.001,0,0,1000,0.1,no owner,no controller,8,42,64
140,,4_-21_17,no area,Hill,TRUE,13,327658,32765,74,73,45,0.002,0.001,0,0,1000,0.1,no owner,no controller,54,33,94
141,,5_-21_16,no area,Hill,TRUE,13,144745,14474,53,28,41,0.002,0.001,0,0,1000,0.1,no owner,no controller,87,62,85
142,,6_-21_15,no area,Ocean,FALSE,14,354212,35421,16,88,15,0.002,0.001,0,0,1000,0.1,no owner,no controller,57,8,97
143,,7_-21_14,no area,Plain,FALSE,8,251431,25143,57,62,84,0.002,0.001,0,0,1000,0.1,no owner,no controller,92,75,9
144,,8_-21_13,no area,Ocean,TRUE,15,196907,19690,48,40,59,0.002,0.001,0,0,1000,0.1,no owner,no controller,89,57,76
145,,9_-21_12,no area,Hill,FALSE,12,182861,18286,93,41,42,0.002,0.001,0,0,1000,0.1,no owner,no controller,71,14,7
146,,10_-21_11,no area,Plain,TRUE,8,473954,47395,4,22,74,0.002,0.001,0,0,1000,0.1,no owner,no controller,13,52,13
147,,11_-21_10,no area,Desert,FALSE,16,496359,49635,49,16,95,0.002,0.001,0,0,1000,0.1,no owner,no controller,89,89,37
148,,12_-21_9,no area,Mountainous,TRUE,11,50701,5070,66,4,1,0.002,0.001,0,0,1000,0.1,no owner,no controller,98,51,79
149,,13_-21_8,no area,Desert,FALSE,16,420610,42061,28,22,18,0.002,0.001,0,0,1000,0.1,no owner,no controller,82,51,29
150,,14_-21_7,no area,Desert,FALSE,16,398585,39858,22,32,11,0.002,0.001,0,0,1000,0.1,no owner,no controller,37,9,83
151,,15_-21_6,no area,Ocean,FALSE,14,86584,8658,75,8,80,0.002,0.001,0,0,1000,0.1,no owner,no controller,17,69,65
152,,16_-21_5,no area,Desert,FALSE,16,494808,49480,68,53,86,0.002,0.001,0,0,1000,0.1,no owner,no controller,87,57,75
153,,17_-21_4,no area,City,FALSE,4,499337,49933,58,24,98,0.002,0.001,0,0,1000,0.1,no owner,no controller,11,91,43
154,,18_-21_3,no area,Hill,TRUE,13,429052,42905,27,62,2,0.002,0.001,0,0,1000,0.1,no owner,no controller,67,23,9
155,,19_-21_2,no area,Mountainous,TRUE,11,68469,6846,77,23,39,0.002,0.001,0,0,1000,0.1,no owner,no controller,78,61,19
156,,20_-21_1,no area,Desert,TRUE,17,419302,41930,2,55,89,0.002,0.001,0,0,1000,0.1,no owner,no controller,82,98,46
157,,21_-21_0,no area,Desert,FALSE,16,378176,37817,97,73,39,0.002,0.001,0,0,1000,0.1,no owner,no controller,60,14,95
158,,22_-21_-1,no area,Hill,FALSE,12,39146,3914,10,55,37,0.002,0.001,0,0,1000,0.1,no owner,no controller,22,95,86
159,,23_-21_-2,no area,Hill,FALSE,12,345798,34579,55,44,43,0.002,0.001,0,0,1000,0.1,no owner,no controller,60,85,51
160,,24_-21_-3,no area,Coast,TRUE,6,163281,16328,57,59,94,0.002,0.001,0,0,1000,0.1,no owner,no controller,75,26,38
161,,25_-21_-4,no area,Desert,TRUE,17,331655,33165,74,47,26,0.002,0.001,0,0,1000,0.1,no owner,no controller,67,19,27
162,,26_-21_-5,no area,Desert,TRUE,17,44973,4497,55,1,42,0.002,0.001,0,0,1000,0.1,no owner,no controller,86,12,88
163,,27_-21_-6,no area,Plain,TRUE,8,190887,19088,33,1,3,0.002,0.001,0,0,1000,0.1,no owner,no controller,29,8,91
164,,28_-21_-7,no area,Mountainous,FALSE,10,111404,11140,85,56,16,0.002,0.001,0,0,1000,0.1,no owner,no controller,18,25,40
165,,29_-21_-8,no area,Plain,TRUE,8,386938,38693,28,43,19,0.002,0.001,0,0,1000,0.1,no owner,no controller,48,33,79
166,,30_-21_-9,no area,Mountainous,FALSE,10,309178,30917,78,64,27,0.002,0.001,0,0,1000,0.1,no owner,no controller,15,60,37
167,,31_-21_-10,no area,Desert,FALSE,16,352085,35208,7,53,17,0.002,0.001,0,0,1000,0.1,no owner,no controller,56,26,46
168,,-10_-20_30,no area,Plain,FALSE,8,496519,49651,52,72,8,0.002,0.001,0,0,1000,0.1,no owner,no controller,27,83,59
169,,-9_-20_29,no area,Ocean,FALSE,14,254580,25458,14,52,63,0.002,0.001,0,0,1000,0.1,no owner,no controller,93,31,99
170,,-8_-20_28,no area,Ocean,FALSE,14,406981,40698,20,82,52,0.002,0.001,0,0,1000,0.1,no owner,no controller,12,56,76
171,,-7_-20_27,no area,Coast,TRUE,6,411914,41191,86,49,35,0.002,0.001,0,0,1000,0.1,no owner,no controller,11,68,31
172,,-6_-20_26,no area,Ocean,TRUE,15,351415,35141,8,85,54,0.002,0.001,0,0,1000,0.1,no owner,no controller,21,87,3
173,,-5_-20_25,no area,Mountainous,TRUE,11,217849,21784,81,36,47,0.002,0.001,0,0,1000,0.1,no owner,no controller,2,7,66
174,,-4_-20_24,no area,Plain,TRUE,8,464233,46423,11,84,99,0.002,0.001,0,0,1000,0.1,no owner,no controller,53,64,75
175,,-3_-20_23,no area,City,FALSE,4,280958,28095,20,97,34,0.002,0.001,0,0,1000,0.1,no owner,no controller,37,80,37
176,,-2_-20_22,no area,Ocean,FALSE,14,201763,20176,4,54,12,0.002,0.001,0,0,1000,0.1,no owner,no controller,86,5,44
177,,-1_-20_21,no area,Ocean,FALSE,14,329020,32902,42,50,32,0.002,0.001,0,0,1000,0.1,no owner,no controller,95,44,73
178,,0_-20_20,no area,City,TRUE,4,401256,40125,5,32,3,0.002,0.001,0,0,1000,0.1,no owner,no controller,51,39,12
179,,1_-20_19,no area,Plain,FALSE,8,161000,16100,89,33,48,0.002,0.001,0,0,1000,0.1,no owner,no controller,15,42,86
180,,2_-20_18,no area,Desert,FALSE,16,71522,7152,93,54,36,0.002,0.001,0,0,1000,0.1,no owner,no controller,81,51,22
181,,3_-20_17,no area,Coast,FALSE,6,408786,40878,15,59,97,0.002,0.001,0,0,1000,0.1,no owner,no controller,92,98,43
182,,4_-20_16,no area,Coast,FALSE,6,325141,32514,3,1,33,0.002,0.001,0,0,1000,0.1,no owner,no controller,46,58,36
183,,5_-20_15,no area,Ocean,FALSE,14,136801,13680,99,70,28,0.002,0.001,0,0,1000,0.1,no owner,no controller,29,42,62
184,,6_-20_14,no area,Hill,TRUE,13,94699,9469,56,61,98,0.002,0.001,0,0,1000,0.1,no owner,no controller,35,10,69
185,,7_-20_13,no area,Plain,FALSE,8,303069,30306,7,23,68,0.002,0.001,0,0,1000,0.1,no owner,no controller,18,56,76
186,,8_-20_12,no area,Hill,TRUE,13,446142,44614,80,83,3,0.002,0.001,0,0,1000,0.1,no owner,no controller,11,90,66
187,,9_-20_11,no area,Mountainous,TRUE,11,144958,14495,28,73,35,0.002,0.001,0,0,1000,0.1,no owner,no controller,2,32,16
188,,10_-20_10,no area,Plain,TRUE,8,316168,31616,6,62,37,0.002,0.001,0,0,1000,0.1,no owner,no controller,17,33,37
189,,11_-20_9,no area,Desert,FALSE,16,331822,33182,84,73,65,0.002,0.001,0,0,1000,0.1,no owner,no controller,61,60,62
190,,12_-20_8,no area,Coast,FALSE,6,69877,6987,8,78,4,0.002,0.001,0,0,1000,0.1,no owner,no controller,18,59,47
191,,13_-20_7,no area,Coast,FALSE,6,481768,48176,19,97,59,0.002,0.001,0,0,1000,0.1,no owner,no controller,5,72,40
192,,14_-20_6,no area,Plain,FALSE,8,11093,1109,48,90,44,0.002,0.001,0,0,1000,0.1,no owner,no controller,59,75,35
193,,15_-20_5,no area,City,FALSE,4,16013,1601,31,11,87,0.002,0.001,0,0,1000,0.1,no owner,no controller,27,24,45
194,,16_-20_4,no area,Ocean,TRUE,15,334662,33466,18,56,24,0.002,0.001,0,0,1000,0.1,no owner,no controller,12,64,54
195,,17_-20_3,no area,Mountainous,TRUE,11,280423,28042,35,25,58,0.002,0.001,0,0,1000,0.1,no owner,no controller,87,7,42
196,,18_-20_2,no area,Desert,TRUE,17,104039,10403,16,39,33,0.002,0.001,0,0,1000,0.1,no owner,no controller,77,33,14
197,,19_-20_1,no area,Desert,TRUE,17,18659,1865,80,43,4,0.002,0.001,0,0,1000,0.1,no owner,no controller,78,93,15
198,,20_-20_0,no area,Mountainous,FALSE,10,93221,9322,44,10,34,0.002,0.001,0,0,1000,0.1,no owner,no controller,14,39,52
199,,21_-20_-1,no area,Desert,FALSE,16,149830,14983,79,59,28,0.002,0.001,0,0,1000,0.1,no owner,no controller,12,81,38
200,,22_-20_-2,no area,City,TRUE,4,460086,46008,4,78,97,0.002,0.001,0,0,1000,0.1,no owner,no controller,36,51,84
